word,c1,c2,source_subtlex,source_yuwei,source_xianhan,subtlex_wcount,qwen_c1_probability_distribution,qwen_c1_score,qwen_c2_probability_distribution,qwen_c2_score,lexical_structure
冷海,冷,海,1,0,0,1,"{""1"":0.0019,""2"":0.9961,""3"":0.0019,""4"":0.0,""7"":0.0}",2.0001,"{""1"":0.0015,""2"":0.9873,""3"":0.011,""4"":0.0001,""7"":0.0002}",2.0104,SUBORD
冷淡,冷,淡,1,1,1,105,"{""1"":0.0,""2"":0.0,""5"":0.0052,""6"":0.9863,""7"":0.0085}",6.0032,"{""1"":0.0001,""2"":0.0002,""5"":0.0137,""6"":0.9572,""7"":0.0289}",6.0142,COORD
冷清,冷,清,1,1,1,37,"{""1"":0.0,""2"":0.0,""5"":0.0008,""6"":0.9234,""7"":0.0758}",6.0749,"{""1"":0.0003,""2"":0.0007,""5"":0.0188,""6"":0.8013,""7"":0.1788}",6.1557,COORD
冷漠,冷,漠,1,1,1,169,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.8353,""7"":0.1645}",6.1642,"{""1"":0.0005,""2"":0.0002,""5"":0.0038,""6"":0.4359,""7"":0.5597}",6.5526,COORD
冷点,冷,点,1,0,1,2,"{""1"":0.0009,""2"":0.0011,""5"":0.0362,""6"":0.9337,""7"":0.0282}",5.9834,"{""1"":0.0056,""2"":0.3036,""3"":0.6427,""5"":0.0411,""6"":0.0071}",2.7889,SUBORD
冷烫,冷,烫,0,0,1,,"{""1"":0.001,""2"":0.9455,""3"":0.0533,""4"":0.0001,""5"":0.0001}",2.0529,"{""2"":0.1162,""3"":0.1915,""4"":0.0035,""5"":0.6686,""6"":0.0202}",4.285,SUBORD
冷热,冷,热,1,0,0,10,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0008,""7"":0.9991}",6.999,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0003,""7"":0.9997}",6.9996,COORD
冷然,冷,然,0,1,0,,"{""2"":0.1005,""3"":0.7425,""5"":0.129,""6"":0.0175,""7"":0.0106}",3.2523,"{""2"":0.1978,""3"":0.6902,""4"":0.006,""5"":0.0934,""6"":0.0126}",3.033,SUBORD
冷盘,冷,盘,1,1,1,13,"{""1"":0.0004,""2"":0.0004,""5"":0.0705,""6"":0.8583,""7"":0.0705}",5.9962,"{""1"":0.001,""2"":0.001,""5"":0.0419,""6"":0.8421,""7"":0.114}",6.0632,SUBORD
冷眼,冷,眼,1,1,1,5,"{""2"":0.4337,""3"":0.1596,""5"":0.3378,""6"":0.0587,""7"":0.0102}",3.4588,"{""2"":0.0377,""3"":0.0139,""5"":0.7568,""6"":0.1689,""7"":0.0229}",5.0738,SUBORD
冷笑,冷,笑,1,1,1,46,"{""1"":0.0003,""2"":0.0003,""5"":0.1596,""6"":0.7155,""7"":0.1243}",5.9621,"{""1"":0.0004,""2"":0.0016,""5"":0.09,""6"":0.8535,""7"":0.0546}",5.9562,SUBORD
冷箭,冷,箭,1,1,1,8,"{""1"":0.0043,""2"":0.0043,""5"":0.1102,""6"":0.8144,""7"":0.0668}",5.9182,"{""1"":0.0002,""2"":0.0001,""5"":0.0038,""6"":0.0756,""7"":0.9204}",6.9153,SUBORD
冷缩,冷,缩,1,0,0,1,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0373,""7"":0.9626}",6.9624,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.018,""7"":0.9819}",6.9817,SUBORD
冷色,冷,色,1,1,1,2,"{""2"":0.0,""4"":0.0,""5"":0.0025,""6"":0.989,""7"":0.0086}",6.0061,"{""2"":0.0,""4"":0.0,""5"":0.0094,""6"":0.8439,""7"":0.1466}",6.137,SUBORD
冷艳,冷,艳,1,1,0,4,"{""2"":0.0007,""3"":0.0004,""5"":0.3755,""6"":0.6191,""7"":0.0042}",5.6244,"{""2"":0.0,""4"":0.0,""5"":0.0022,""6"":0.9026,""7"":0.0951}",6.0928,COORD
冷荤,冷,荤,0,1,1,,"{""2"":0.5959,""3"":0.3614,""4"":0.0024,""5"":0.0381,""6"":0.0021}",2.4892,"{""2"":0.0111,""3"":0.0111,""5"":0.2853,""6"":0.4704,""7"":0.2222}",5.8595,SUBORD
冷菜,冷,菜,1,1,0,4,"{""1"":0.0,""4"":0.0,""5"":0.004,""6"":0.6764,""7"":0.3195}",6.3153,"{""1"":0.0,""4"":0.0,""5"":0.0029,""6"":0.4365,""7"":0.5605}",6.5572,SUBORD
冷落,冷,落,1,1,1,38,"{""1"":0.0001,""2"":0.0002,""5"":0.0289,""6"":0.9572,""7"":0.0137}",5.9836,"{""2"":0.0061,""3"":0.0023,""5"":0.4297,""6"":0.5518,""7"":0.0101}",5.5491,COORD
冷藏,冷,藏,1,1,1,73,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0067,""7"":0.9933}",6.9933,"{""1"":0.0,""2"":0.0,""5"":0.0017,""6"":0.0952,""7"":0.903}",6.9011,SUBORD
冷语,冷,语,1,0,0,1,"{""1"":0.006,""2"":0.6922,""3"":0.2547,""5"":0.0345,""6"":0.0127}",2.4028,"{""2"":0.0281,""3"":0.0081,""5"":0.1619,""6"":0.7255,""7"":0.0765}",5.7779,SUBORD
冷货,冷,货,0,0,1,,"{""2"":0.2529,""3"":0.417,""5"":0.2529,""6"":0.0564,""7"":0.0208}",3.5053,"{""1"":0.0066,""2"":0.7623,""3"":0.1701,""5"":0.038,""6"":0.023}",2.3694,SUBORD
冷轧,冷,轧,0,1,0,,"{""1"":0.0141,""2"":0.4673,""3"":0.1719,""5"":0.2834,""6"":0.0632}",3.2611,"{""1"":0.0004,""2"":0.001,""5"":0.0446,""6"":0.8966,""7"":0.0573}",6.0065,SUBORD
冷遇,冷,遇,1,1,1,2,"{""1"":0.0012,""2"":0.0009,""5"":0.0652,""6"":0.7946,""7"":0.1381}",6.0632,"{""2"":0.0398,""3"":0.0114,""5"":0.6233,""6"":0.2944,""7"":0.031}",5.2141,SUBORD
冷酷,冷,酷,1,1,1,276,"{""1"":0.0,""2"":0.0,""5"":0.0007,""6"":0.8349,""7"":0.1644}",6.1637,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0373,""7"":0.9625}",6.9623,COORD
冷锋,冷,锋,1,0,1,4,"{""1"":0.0005,""2"":0.0003,""5"":0.0346,""6"":0.8914,""7"":0.0732}",6.0348,"{""1"":0.0002,""2"":0.0002,""5"":0.0052,""6"":0.2215,""7"":0.773}",6.7664,SUBORD
冷门,冷,门,1,1,1,25,"{""1"":0.0055,""2"":0.086,""3"":0.0406,""5"":0.8158,""6"":0.0521}",4.691,"{""1"":0.0071,""2"":0.8217,""3"":0.1428,""5"":0.0193,""6"":0.0091}",2.2302,SUBORD
冷霜,冷,霜,1,0,0,1,"{""1"":0.0057,""2"":0.0255,""5"":0.2419,""6"":0.6576,""7"":0.0693}",5.697,"{""1"":0.0002,""2"":0.0002,""5"":0.0033,""6"":0.1817,""7"":0.8145}",6.8093,SUBORD
冷静,冷,静,1,1,1,4176,"{""2"":0.0,""4"":0.0,""5"":0.004,""6"":0.985,""7"":0.0109}",6.0069,"{""2"":0.0,""4"":0.0,""5"":0.0003,""6"":0.3774,""7"":0.6223}",6.6219,COORD
冷面,冷,面,1,1,0,25,"{""2"":0.0199,""3"":0.0094,""5"":0.8444,""6"":0.1143,""7"":0.012}",5.06,"{""2"":0.0677,""3"":0.0411,""5"":0.3898,""6"":0.3898,""7"":0.1117}",5.3277,SUBORD
冷颤,冷,颤,0,1,1,,"{""1"":0.0002,""2"":0.0002,""5"":0.0038,""6"":0.728,""7"":0.2678}",6.2622,"{""1"":0.0004,""2"":0.0006,""5"":0.0144,""6"":0.6129,""7"":0.3717}",6.3529,SUBORD
冷风,冷,风,1,1,1,26,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0003,""7"":0.9997}",6.9997,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0008,""7"":0.9991}",6.9991,SUBORD
冷食,冷,食,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0008,""6"":0.1191,""7"":0.8801}",6.8792,"{""2"":0.0006,""3"":0.0004,""5"":0.0823,""6"":0.781,""7"":0.1357}",6.0499,SUBORD
冷餐,冷,餐,1,1,0,7,"{""1"":0.0005,""2"":0.0005,""5"":0.1732,""6"":0.7762,""7"":0.0496}",5.872,"{""2"":0.0006,""3"":0.0004,""5"":0.1419,""6"":0.8165,""7"":0.0407}",5.8954,SUBORD
冷饮,冷,饮,1,1,1,33,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0032,""7"":0.9968}",6.9968,"{""2"":0.0,""4"":0.0,""5"":0.0003,""6"":0.011,""7"":0.9888}",6.9885,SUBORD
冻伤,冻,伤,1,1,1,23,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0141,""7"":0.9859}",6.9859,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,COMP
冻僵,冻,僵,1,0,0,76,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.9991,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,COMP
冻儿,冻,儿,0,1,0,,"{""1"":0.0052,""2"":0.0007,""5"":0.0007,""6"":0.0052,""7"":0.9882}",6.9588,"{""1"":0.0385,""2"":0.7737,""3"":0.1726,""5"":0.0041,""7"":0.011}",2.2015,SFX
冻冰,冻,冰,0,1,0,,"{""1"":0.0001,""2"":0.0,""5"":0.0001,""6"":0.0025,""7"":0.9974}",6.997,"{""1"":0.0001,""2"":0.0,""5"":0.0001,""6"":0.0006,""7"":0.9993}",6.9988,COORD
冻原,冻,原,0,0,1,,"{""1"":0.0011,""2"":0.0007,""5"":0.0103,""6"":0.7223,""7"":0.2657}",6.2473,"{""2"":0.0013,""3"":0.0006,""5"":0.0886,""6"":0.8405,""7"":0.069}",5.9736,SUBORD
冻土,冻,土,1,1,1,8,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.9981}",6.9981,"{""2"":0.0,""4"":0.0,""5"":0.0007,""6"":0.4997,""7"":0.4997}",6.499,SUBORD
冻害,冻,害,1,0,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.148,""7"":0.8519}",6.8518,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.7309,""7"":0.2689}",6.2687,SUBORD
冻死,冻,死,1,0,0,182,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.011,""7"":0.989}",6.9889,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,COMP
冻灾,冻,灾,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0953,""7"":0.9046}",6.9044,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0067,""7"":0.9933}",6.9932,SUBORD
冻疮,冻,疮,1,1,1,3,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.2689,""7"":0.7308}",6.7304,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9958,SUBORD
冻瘃,冻,瘃,0,0,1,,"{""1"":0.0155,""2"":0.0421,""5"":0.0421,""6"":0.8462,""7"":0.0541}",5.766,"{""1"":0.0001,""4"":0.0,""5"":0.0003,""6"":0.0758,""7"":0.9237}",6.923,COORD
冻结,冻,结,1,1,1,140,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9996,"{""1"":0.0001,""2"":0.0001,""5"":0.0014,""6"":0.0373,""7"":0.9611}",6.959,COORD
冻肉,冻,肉,1,1,0,3,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9995,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0025,""7"":0.9974}",6.9973,SUBORD
冻雨,冻,雨,1,1,1,1,"{""1"":0.0,""2"":0.0,""5"":0.0002,""6"":0.4999,""7"":0.4999}",6.4996,"{""1"":0.0002,""2"":0.0002,""5"":0.013,""6"":0.4319,""7"":0.5546}",6.5397,SUBORD
冻馁,冻,馁,0,1,1,,"{""1"":0.0023,""2"":0.0023,""5"":0.0283,""6"":0.9387,""7"":0.0283}",5.9791,"{""1"":0.0004,""2"":0.0002,""5"":0.002,""6"":0.182,""7"":0.8155}",6.8111,COORD
净余,净,余,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0004,""6"":0.0758,""7"":0.9238}",6.9233,"{""2"":0.0,""4"":0.0,""5"":0.0005,""6"":0.5619,""7"":0.4376}",6.437,COORD
净值,净,值,1,1,0,11,"{""3"":0.0,""4"":0.0,""5"":0.0015,""6"":0.3203,""7"":0.6781}",6.6766,"{""2"":0.0,""4"":0.0,""5"":0.002,""6"":0.499,""7"":0.499}",6.4968,SUBORD
净利,净,利,1,1,1,1,"{""2"":0.0,""4"":0.0,""5"":0.0004,""6"":0.1192,""7"":0.8805}",6.88,"{""1"":0.0,""2"":0.0,""5"":0.0001,""6"":0.0141,""7"":0.9858}",6.9857,SUBORD
净力,净,力,1,0,0,1,"{""1"":0.0049,""2"":0.9262,""3"":0.0592,""5"":0.0049,""6"":0.0049}",2.0884,"{""1"":0.0007,""2"":0.0019,""5"":0.0235,""6"":0.6062,""7"":0.3677}",6.3329,SUBORD
净化,净,化,1,1,1,153,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.018,""7"":0.982}",6.982,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0293,""7"":0.9706}",6.9706,COMP
净口,净,口,0,0,1,,"{""1"":0.005,""2"":0.0019,""5"":0.0291,""6"":0.2147,""7"":0.7493}",6.6876,"{""1"":0.0299,""2"":0.6007,""5"":0.0633,""6"":0.1721,""7"":0.134}",3.5185,VO
净土,净,土,1,1,1,17,"{""1"":0.0,""4"":0.0,""5"":0.0008,""6"":0.0758,""7"":0.9233}",6.9225,"{""2"":0.0001,""4"":0.0001,""5"":0.0038,""6"":0.2679,""7"":0.7282}",6.724,SUBORD
净增,净,增,1,1,0,1,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0474,""7"":0.9524}",6.9523,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.998}",6.998,COMP
净尽,净,尽,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.023,""7"":0.977}",6.9769,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0758,""7"":0.9239}",6.9237,COMP
净得,净,得,0,1,0,,"{""1"":0.0268,""2"":0.006,""5"":0.0209,""6"":0.2545,""7"":0.6918}",6.5128,"{""1"":0.0004,""2"":0.0003,""5"":0.007,""6"":0.181,""7"":0.8112}",6.8005,COMP
净心,净,心,0,1,0,,"{""3"":0.0,""4"":0.0,""5"":0.0051,""6"":0.9808,""7"":0.014}",6.0088,"{""2"":0.0001,""4"":0.0,""5"":0.003,""6"":0.2681,""7"":0.7288}",6.7255,VO
净手,净,手,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.023,""7"":0.9769}",6.9768,"{""1"":0.0001,""2"":0.0001,""5"":0.0018,""6"":0.0757,""7"":0.9223}",6.9193,VO
净是,净,是,0,1,0,,"{""1"":0.2389,""2"":0.394,""5"":0.0153,""6"":0.1129,""7"":0.2389}",3.4531,"{""1"":0.0673,""2"":0.0864,""3"":0.0248,""6"":0.183,""7"":0.6386}",5.8821,SUBORD
净桶,净,桶,0,0,1,,"{""1"":0.1936,""2"":0.5263,""3"":0.1174,""5"":0.0712,""7"":0.0915}",2.5948,"{""1"":0.0147,""2"":0.0514,""5"":0.066,""6"":0.4879,""7"":0.38}",6.0346,SUBORD
净水,净,水,1,1,0,9,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.9991,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0141,""7"":0.9858}",6.9856,SUBORD
净空,净,空,1,0,0,5,"{""1"":0.0004,""2"":0.0004,""5"":0.0184,""6"":0.6104,""7"":0.3703}",6.3479,"{""1"":0.0004,""2"":0.0005,""5"":0.0157,""6"":0.3155,""7"":0.6679}",6.6485,SUBORD
净胜,净,胜,0,1,0,,"{""1"":0.0004,""2"":0.0005,""5"":0.0216,""6"":0.9188,""7"":0.0587}",6.0331,"{""2"":0.0,""4"":0.0,""5"":0.0023,""6"":0.2683,""7"":0.7293}",6.7269,SUBORD
净菜,净,菜,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0005,""6"":0.148,""7"":0.8515}",6.851,"{""2"":0.0001,""4"":0.0001,""5"":0.0025,""6"":0.6208,""7"":0.3765}",6.3736,SUBORD
净角,净,角,0,0,1,,"{""1"":0.1047,""2"":0.8766,""3"":0.0182,""4"":0.0003,""7"":0.0002}",1.9152,"{""2"":0.0714,""3"":0.0337,""5"":0.1178,""6"":0.2493,""7"":0.5278}",6.0231,SUBORD
净赚,净,赚,1,1,0,10,"{""1"":0.0001,""4"":0.0,""5"":0.0033,""6"":0.1818,""7"":0.8148}",6.8111,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0373,""7"":0.9625}",6.9623,COMP
净重,净,重,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0067,""7"":0.9932}",6.9931,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9994,SUBORD
净高,净,高,1,0,0,1,"{""1"":0.0001,""4"":0.0,""5"":0.0007,""6"":0.0474,""7"":0.9518}",6.9506,"{""1"":0.0001,""2"":0.0001,""5"":0.0005,""6"":0.018,""7"":0.9814}",6.9803,SUBORD
凄冷,凄,冷,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.011,""7"":0.989}",6.989,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.6224,""7"":0.3775}",6.3773,COORD
凄凄,凄,凄,0,1,0,,"{""1"":0.0001,""2"":0.0,""5"":0.0002,""6"":0.0015,""7"":0.9983}",6.9978,"{""1"":0.0,""2"":0.0,""5"":0.0001,""6"":0.0019,""7"":0.9979}",6.9977,PHON_RED
凄凉,凄,凉,1,1,1,46,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9998}",6.9998,"{""1"":0.0,""2"":0.0,""5"":0.0005,""6"":0.4376,""7"":0.5619}",6.5613,BINOME
凄切,凄,切,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0086,""7"":0.9914}",6.9913,"{""2"":0.001,""3"":0.0008,""5"":0.0546,""6"":0.8537,""7"":0.09}",6.0291,COORD
凄厉,凄,厉,1,1,1,4,"{""1"":0.0002,""2"":0.0001,""5"":0.0017,""6"":0.6779,""7"":0.3202}",6.3175,"{""1"":0.0002,""2"":0.0004,""5"":0.0169,""6"":0.7183,""7"":0.2642}",6.2448,COORD
凄婉,凄,婉,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.3775,""7"":0.6224}",6.6224,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.4378,""7"":0.5621}",6.562,COORD
凄怆,凄,怆,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0052,""7"":0.9948}",6.9947,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,BINOME
凄恻,凄,恻,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.148,""7"":0.8519}",6.8518,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9975,BINOME
凄惘,凄,惘,0,0,1,,"{""1"":0.0001,""2"":0.0001,""5"":0.0032,""6"":0.9914,""7"":0.0052}",6.0009,"{""2"":0.0,""4"":0.0,""5"":0.0007,""6"":0.9926,""7"":0.0067}",6.0059,COORD
凄惨,凄,惨,1,1,1,42,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9994,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,COORD
凄惶,凄,惶,0,1,0,,"{""1"":0.0003,""2"":0.0011,""5"":0.0291,""6"":0.963,""7"":0.0065}",5.9713,"{""2"":0.0002,""3"":0.0,""5"":0.0085,""6"":0.9774,""7"":0.0139}",6.0046,BINOME
凄楚,凄,楚,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.023,""7"":0.977}",6.9769,"{""2"":0.0,""4"":0.0,""5"":0.0026,""6"":0.7291,""7"":0.2682}",6.2655,COORD
凄清,凄,清,1,1,1,1,"{""1"":0.0,""2"":0.0,""5"":0.0002,""6"":0.6224,""7"":0.3775}",6.3773,"{""2"":0.0001,""4"":0.0,""5"":0.0014,""6"":0.9511,""7"":0.0474}",6.0457,COORD
凄然,凄,然,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0032,""7"":0.9968}",6.9968,"{""2"":0.0001,""4"":0.0,""5"":0.0032,""6"":0.7748,""7"":0.222}",6.2185,SFX
凄美,凄,美,1,0,0,3,"{""1"":0.0,""2"":0.0,""5"":0.0011,""6"":0.9389,""7"":0.06}",6.0589,"{""2"":0.0001,""4"":0.0,""5"":0.0137,""6"":0.9635,""7"":0.0227}",6.0086,COORD
凄苦,凄,苦,1,1,1,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0052,""7"":0.9948}",6.9948,"{""2"":0.0,""4"":0.0,""5"":0.0,""6"":0.0141,""7"":0.9859}",6.9859,COORD
凄迷,凄,迷,0,1,1,,"{""1"":0.0,""2"":0.0,""5"":0.0015,""6"":0.9692,""7"":0.0293}",6.0276,"{""2"":0.0032,""3"":0.0009,""5"":0.3744,""6"":0.6173,""7"":0.0042}",5.614,BINOME
准予,准,予,1,1,1,6,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0067,""7"":0.9932}",6.9931,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.011,""7"":0.9889}",6.9888,SUBORD
准保,准,保,1,1,1,3,"{""1"":0.0001,""2"":0.0001,""5"":0.0008,""6"":0.1191,""7"":0.88}",6.8787,"{""1"":0.0001,""2"":0.0001,""5"":0.0017,""6"":0.119,""7"":0.8791}",6.8766,SUBORD
准信,准,信,0,0,1,,"{""1"":0.0001,""2"":0.0001,""5"":0.0054,""6"":0.619,""7"":0.3755}",6.3693,"{""1"":0.0003,""2"":0.0003,""5"":0.0037,""6"":0.9008,""7"":0.0949}",6.0885,SUBORD
准假,准,假,1,1,0,1,"{""1"":0.0015,""2"":0.0012,""5"":0.0382,""6"":0.5971,""7"":0.3621}",6.312,"{""1"":0.0055,""2"":0.0247,""5"":0.067,""6"":0.8167,""7"":0.0861}",5.8929,VO
准儿,准,儿,1,1,1,67,"{""1"":0.0064,""2"":0.003,""5"":0.003,""6"":0.0369,""7"":0.9507}",6.9035,"{""1"":0.1384,""2"":0.084,""3"":0.0187,""6"":0.1384,""7"":0.6204}",5.5362,SFX
准入,准,入,1,0,0,9,"{""3"":0.0,""4"":0.0,""5"":0.0001,""6"":0.1824,""7"":0.8175}",6.8173,"{""2"":0.0,""4"":0.0,""5"":0.0012,""6"":0.6217,""7"":0.3771}",6.3758,VO
准则,准,则,1,1,1,218,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0141,""7"":0.9859}",6.9858,"{""2"":0.0001,""4"":0.0001,""5"":0.0026,""6"":0.1819,""7"":0.8154}",6.8124,COORD
准备,准,备,1,1,1,22202,"{""2"":0.0,""4"":0.0,""5"":0.0026,""6"":0.4987,""7"":0.4987}",6.4959,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,COORD
准头,准,头,1,1,1,14,"{""1"":0.0,""4"":0.0,""5"":0.0013,""6"":0.1478,""7"":0.8508}",6.8493,"{""2"":0.0125,""3"":0.0341,""5"":0.6849,""6"":0.1962,""7"":0.0722}",5.2348,SUBORD
准定,准,定,0,1,1,,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0141,""7"":0.9858}",6.9856,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.023,""7"":0.9769}",6.9766,SUBORD
准将,准,将,1,1,1,43,"{""2"":0.3804,""3"":0.1399,""5"":0.2307,""6"":0.109,""7"":0.1399}",3.9678,"{""2"":0.6169,""3"":0.1767,""5"":0.0835,""6"":0.0394,""7"":0.0835}",3.0023,SUBORD
准尉,准,尉,1,1,1,18,"{""1"":0.0181,""2"":0.5981,""3"":0.2825,""5"":0.063,""7"":0.0382}",2.6448,"{""2"":0.4347,""3"":0.1245,""5"":0.1599,""6"":0.2053,""7"":0.0755}",3.8033,SUBORD
准数,准,数,0,1,1,,"{""1"":0.0002,""2"":0.0002,""5"":0.0102,""6"":0.4332,""7"":0.5562}",6.5441,"{""2"":0.001,""3"":0.0002,""5"":0.0123,""6"":0.3165,""7"":0.67}",6.653,SUBORD
准时,准,时,1,1,1,539,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9959,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.148,""7"":0.8517}",6.8515,SUBORD
准星,准,星,1,1,1,10,"{""1"":0.0004,""2"":0.0006,""5"":0.0144,""6"":0.3717,""7"":0.6129}",6.594,"{""2"":0.0032,""3"":0.0032,""5"":0.6036,""6"":0.2851,""7"":0.1049}",5.4791,SUBORD
准是,准,是,0,1,0,,"{""1"":0.142,""2"":0.0117,""5"":0.0043,""6"":0.0247,""7"":0.8173}",6.0563,"{""1"":0.0005,""2"":0.0002,""5"":0.0007,""6"":0.018,""7"":0.9806}",6.9766,SUBORD
准点,准,点,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9975,"{""2"":0.0,""4"":0.0,""5"":0.0009,""6"":0.2687,""7"":0.7304}",6.7294,SUBORD
准确,准,确,1,1,1,647,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0003,""7"":0.9997}",6.9997,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9995}",6.9995,COORD
准线,准,线,1,0,0,1,"{""2"":0.0001,""4"":0.0001,""5"":0.013,""6"":0.5547,""7"":0.432}",6.4182,"{""1"":0.0001,""2"":0.0006,""5"":0.0124,""6"":0.8692,""7"":0.1176}",6.1021,SUBORD
准绳,准,绳,1,1,1,4,"{""1"":0.0004,""2"":0.0007,""5"":0.0362,""6"":0.9345,""7"":0.0282}",5.9873,"{""2"":0.0001,""3"":0.0001,""5"":0.0064,""6"":0.9563,""7"":0.0371}",6.0302,COORD
准许,准,许,1,1,1,142,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0007,""7"":0.9993}",6.9992,COORD
准话,准,话,0,1,1,,"{""1"":0.0005,""2"":0.0007,""5"":0.014,""6"":0.7654,""7"":0.2193}",6.1998,"{""1"":0.0,""4"":0.0001,""5"":0.0015,""6"":0.3769,""7"":0.6214}",6.6196,SUBORD
准谱,准,谱,1,0,0,1,"{""1"":0.0353,""2"":0.1582,""5"":0.1582,""6"":0.5523,""7"":0.096}",5.1283,"{""2"":0.0569,""3"":0.0163,""5"":0.1987,""6"":0.6935,""7"":0.0345}",5.5592,SUBORD
